Time [s],Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6
7.218384583,1,1,0,1,1,1
7.218396667,1,1,1,1,1,1
7.218400833,1,1,1,0,1,1
7.218421250,1,1,1,1,1,1
7.218425417,1,1,1,1,0,1
7.218464333,1,1,1,1,1,1
7.218468708,1,1,1,1,1,0
7.218543167,1,1,1,1,1,1
7.218548000,0,1,1,1,1,1
7.218553292,1,1,1,1,1,1
7.218557417,1,0,1,1,1,1
7.218564917,1,1,1,1,1,1
7.218569000,1,1,0,1,1,1
7.218581083,1,1,1,1,1,1
7.218585250,1,1,1,0,1,1
7.218605667,1,1,1,1,1,1
7.218609833,1,1,1,1,0,1
7.218648542,1,1,1,1,1,1
7.218652667,1,1,1,1,1,0
7.218726417,1,1,1,1,1,1
7.218731250,0,1,1,1,1,1
7.218736500,1,1,1,1,1,1
7.218740583,1,0,1,1,1,1
7.218748125,1,1,1,1,1,1
7.218752208,1,1,0,1,1,1
7.218764292,1,1,1,1,1,1
7.218768458,1,1,1,0,1,1
7.218788875,1,1,1,1,1,1
7.218793042,1,1,1,1,0,1
7.218831750,1,1,1,1,1,1
7.218835875,1,1,1,1,1,0
7.218909625,1,1,1,1,1,1
7.218914500,0,1,1,1,1,1
7.218919708,1,1,1,1,1,1
7.218923833,1,0,1,1,1,1
7.218931333,1,1,1,1,1,1
7.218935417,1,1,0,1,1,1
7.218947500,1,1,1,1,1,1
7.218951667,1,1,1,0,1,1
7.218972125,1,1,1,1,1,1
7.218976292,1,1,1,1,0,1
7.219014958,1,1,1,1,1,1
7.219019083,1,1,1,1,1,0
7.219092792,1,1,1,1,1,1
7.219097667,0,1,1,1,1,1
7.219102875,1,1,1,1,1,1
7.219107000,1,0,1,1,1,1
7.219114500,1,1,1,1,1,1
7.219118625,1,1,0,1,1,1
7.219130667,1,1,1,1,1,1
7.219134833,1,1,1,0,1,1
7.219155292,1,1,1,1,1,1
7.219159458,1,1,1,1,0,1
7.219198125,1,1,1,1,1,1
7.219202250,1,1,1,1,1,0
7.219276000,1,1,1,1,1,1
7.219280875,0,1,1,1,1,1
7.219286083,1,1,1,1,1,1
7.219290208,1,0,1,1,1,1
7.219297708,1,1,1,1,1,1
7.219301792,1,1,0,1,1,1
7.219313875,1,1,1,1,1,1
7.219318042,1,1,1,0,1,1
7.219338500,1,1,1,1,1,1
7.219342625,1,1,1,1,0,1
7.219381333,1,1,1,1,1,1
7.219385458,1,1,1,1,1,0
7.219459417,1,1,1,1,1,1
7.219464458,0,1,1,1,1,1
7.219469750,1,1,1,1,1,1
7.219473875,1,0,1,1,1,1
7.219481417,1,1,1,1,1,1
7.219485500,1,1,0,1,1,1
7.219497583,1,1,1,1,1,1
7.219501750,1,1,1,0,1,1
7.219522167,1,1,1,1,1,1
7.219526333,1,1,1,1,0,1
7.219565042,1,1,1,1,1,1
7.219569167,1,1,1,1,1,0
7.219642917,1,1,1,1,1,1
7.219647750,0,1,1,1,1,1
7.219653000,1,1,1,1,1,1
7.219657125,1,0,1,1,1,1
7.219664625,1,1,1,1,1,1
7.219668708,1,1,0,1,1,1
7.219680792,1,1,1,1,1,1
7.219684958,1,1,1,0,1,1
7.219705375,1,1,1,1,1,1
7.219709542,1,1,1,1,0,1
7.219748250,1,1,1,1,1,1
7.219752375,1,1,1,1,1,0
7.219826125,1,1,1,1,1,1
7.219830958,0,1,1,1,1,1
7.219836208,1,1,1,1,1,1
7.219840333,1,0,1,1,1,1
7.219847833,1,1,1,1,1,1
7.219851917,1,1,0,1,1,1
7.219864000,1,1,1,1,1,1
