Time [s],Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6
2.139708542,1,1,1,1,1,1
2.139712750,1,1,0,1,1,1
2.139725417,1,1,1,1,1,1
2.139729667,1,1,1,0,1,1
2.139754292,1,1,1,1,1,1
2.139758750,1,1,1,1,0,1
2.139807333,1,1,1,1,1,1
2.139811792,1,1,1,1,1,0
2.139908292,1,1,1,1,1,1
2.139912917,0,1,1,1,1,1
2.139916375,1,1,1,1,1,1
2.139920583,1,0,1,1,1,1
2.139927250,1,1,1,1,1,1
2.139931417,1,1,0,1,1,1
2.139944083,1,1,1,1,1,1
2.139948333,1,1,1,0,1,1
2.139972958,1,1,1,1,1,1
2.139977417,1,1,1,1,0,1
2.140026000,1,1,1,1,1,1
2.140030458,1,1,1,1,1,0
2.140127708,1,1,1,1,1,1
2.140132333,0,1,1,1,1,1
2.140135792,1,1,1,1,1,1
2.140139958,1,0,1,1,1,1
2.140146625,1,1,1,1,1,1
2.140150833,1,1,0,1,1,1
2.140163458,1,1,1,1,1,1
2.140167708,1,1,1,0,1,1
2.140192333,1,1,1,1,1,1
2.140196833,1,1,1,1,0,1
2.140245417,1,1,1,1,1,1
2.140249875,1,1,1,1,1,0
2.140346333,1,1,1,1,1,1
2.140350958,0,1,1,1,1,1
2.140354417,1,1,1,1,1,1
2.140358625,1,0,1,1,1,1
2.140365250,1,1,1,1,1,1
2.140369458,1,1,0,1,1,1
2.140382083,1,1,1,1,1,1
2.140386375,1,1,1,0,1,1
2.140410958,1,1,1,1,1,1
2.140415458,1,1,1,1,0,1
2.140464042,1,1,1,1,1,1
2.140468500,1,1,1,1,1,0
2.140564958,1,1,1,1,1,1
2.140569583,0,1,1,1,1,1
2.140573042,1,1,1,1,1,1
2.140577250,1,0,1,1,1,1
2.140583875,1,1,1,1,1,1
2.140588083,1,1,0,1,1,1
2.140600750,1,1,1,1,1,1
2.140605000,1,1,1,0,1,1
2.140629583,1,1,1,1,1,1
2.140634083,1,1,1,1,0,1
2.140682667,1,1,1,1,1,1
2.140687125,1,1,1,1,1,0
2.140783625,1,1,1,1,1,1
2.140788250,0,1,1,1,1,1
2.140791667,1,1,1,1,1,1
2.140795875,1,0,1,1,1,1
2.140802542,1,1,1,1,1,1
2.140806708,1,1,0,1,1,1
2.140819375,1,1,1,1,1,1
2.140823625,1,1,1,0,1,1
2.140848208,1,1,1,1,1,1
2.140852708,1,1,1,1,0,1
2.140901250,1,1,1,1,1,1
