Time (s),Channel 1 (V),Channel 2 (V)
-2.559828857630009,0.02281478039421765,-0.01376613455083048
-2.559328857630009,0.02281478039421765,-0.01376613455083048
-2.558828857630009,0.02281478039421765,-0.01376613455083048
-2.558328857630009,0.02281478039421765,-0.01376613455083048
-2.557828857630009,0.02281478039421765,-0.01376613455083048
-2.557328857630009,0.02281478039421765,-0.01376613455083048
-2.556828857630009,0.02281478039421765,-0.01376613455083048
-2.556328857630009,0.02281478039421765,-0.01376613455083048
-2.555828857630009,0.02281478039421765,-0.0134376661316159
-2.555328857630009,0.02281478039421765,-0.01376613455083048
-2.554828857630009,0.02281478039421765,-0.01376613455083048
-2.554328857630009,0.02281478039421765,-0.01376613455083048
-2.553828857630009,0.02281478039421765,-0.01376613455083048
-2.553328857630009,0.02281478039421765,-0.01376613455083048
-2.552828857630009,0.02281478039421765,-0.01376613455083048
-2.552328857630009,0.02281478039421765,-0.0134376661316159
-2.551828857630009,0.02281478039421765,-0.01376613455083048
-2.551328857630009,0.02281478039421765,-0.01376613455083048
-2.550828857630009,0.02281478039421765,-0.01376613455083048
-2.550328857630009,0.02281478039421765,-0.01376613455083048
-2.549828857630009,0.02281478039421765,-0.01376613455083048
-2.549328857630009,0.02281478039421765,-0.01376613455083048
-2.548828857630009,0.02281478039421765,-0.01376613455083048
-2.548328857630009,0.02281478039421765,-0.01376613455083048
-2.547828857630009,0.02281478039421765,-0.01376613455083048
-2.547328857630009,0.02281478039421765,-0.0134376661316159
-2.546828857630009,0.02281478039421765,-0.01376613455083048
-2.546328857630009,0.02281478039421765,-0.0134376661316159
-2.545828857630009,0.02281478039421765,-0.01376613455083048
-2.545328857630009,0.02281478039421765,-0.0134376661316159
-2.544828857630009,0.02281478039421765,-0.01376613455083048
-2.544328857630009,0.02281478039421765,-0.01376613455083048
-2.543828857630009,0.02281478039421765,-0.01376613455083048
-2.543328857630009,0.02281478039421765,-0.01376613455083048
-2.542828857630009,0.02281478039421765,-0.01376613455083048
-2.542328857630009,0.02281478039421765,-0.01376613455083048
-2.541828857630009,0.02281478039421765,-0.01376613455083048
-2.541328857630009,0.02281478039421765,-0.01376613455083048
-2.540828857630009,0.02281478039421765,-0.01376613455083048
-2.540328857630009,0.02281478039421765,-0.0134376661316159
-2.539828857630009,0.02281478039421765,-0.01376613455083048
-2.539328857630009,0.02281478039421765,-0.01376613455083048
-2.538828857630009,0.02281478039421765,-0.01376613455083048
-2.538328857630009,0.02281478039421765,-0.0134376661316159
-2.537828857630009,0.02281478039421765,-0.01376613455083048
-2.537328857630009,0.02281478039421765,-0.01376613455083048
-2.536828857630009,0.02281478039421765,-0.0134376661316159
-2.536328857630009,0.02281478039421765,-0.01376613455083048
-2.535828857630009,0.02281478039421765,-0.01376613455083048
-2.535328857630009,0.02281478039421765,-0.01376613455083048
-2.534828857630009,0.02281478039421765,-0.01376613455083048
-2.534328857630009,0.02281478039421765,-0.0134376661316159
-2.533828857630009,0.02281478039421765,-0.01376613455083048
-2.533328857630009,0.02281478039421765,-0.01376613455083048
-2.532828857630009,0.02281478039421765,-0.01376613455083048
-2.532328857630009,0.02281478039421765,-0.0134376661316159
-2.531828857630009,0.02281478039421765,-0.01376613455083048
-2.531328857630009,0.02281478039421765,-0.01376613455083048
-2.530828857630009,0.02281478039421765,-0.0134376661316159
-2.530328857630009,0.02281478039421765,-0.01376613455083048
-2.529828857630009,0.02281478039421765,-0.0134376661316159
-2.529328857630009,0.02281478039421765,-0.01376613455083048
-2.528828857630009,0.02281478039421765,-0.01376613455083048
-2.528328857630009,0.02281478039421765,-0.01376613455083048
-2.527828857630009,0.02281478039421765,-0.01376613455083048
-2.527328857630009,0.02281478039421765,-0.0134376661316159
-2.526828857630009,0.02281478039421765,-0.01376613455083048
-2.526328857630009,0.02281478039421765,-0.01376613455083048
-2.525828857630009,0.02281478039421765,-0.01376613455083048
-2.525328857630009,0.02281478039421765,-0.01376613455083048
-2.524828857630009,0.02281478039421765,-0.01376613455083048
-2.524328857630009,0.02281478039421765,-0.01376613455083048
-2.523828857630009,0.02281478039421765,-0.0134376661316159
-2.523328857630009,0.02281478039421765,-0.01376613455083048
-2.522828857630009,0.02281478039421765,-0.01376613455083048
-2.522328857630009,0.02281478039421765,-0.01376613455083048
-2.521828857630009,0.02281478039421765,-0.01376613455083048
-2.521328857630009,0.02281478039421765,-0.0134376661316159
-2.520828857630009,0.02281478039421765,-0.01376613455083048
-2.520328857630009,0.02281478039421765,-0.01376613455083048
-2.519828857630009,0.02281478039421765,-0.01376613455083048
-2.519328857630009,0.02281478039421765,-0.01376613455083048
-2.518828857630009,0.02281478039421765,-0.0134376661316159
-2.518328857630009,0.02281478039421765,-0.01376613455083048
-2.517828857630009,0.02281478039421765,-0.01376613455083048
-2.517328857630009,0.02281478039421765,-0.01376613455083048
-2.516828857630009,0.02281478039421765,-0.01376613455083048
-2.516328857630009,0.02281478039421765,-0.0134376661316159
-2.515828857630009,0.02281478039421765,-0.01376613455083048
-2.515328857630009,0.02281478039421765,-0.01376613455083048
-2.514828857630009,0.02281478039421765,-0.01376613455083048
-2.514328857630009,0.02281478039421765,-0.0134376661316159
-2.513828857630009,0.02281478039421765,-0.01376613455083048
-2.513328857630009,0.02281478039421765,-0.01376613455083048
-2.512828857630009,0.02281478039421765,-0.0134376661316159
-2.512328857630009,0.02281478039421765,-0.01376613455083048
-2.511828857630009,0.02281478039421765,-0.0134376661316159
-2.511328857630009,0.02281478039421765,-0.01376613455083048
-2.510828857630009,0.02281478039421765,-0.01376613455083048
-2.510328857630009,0.02281478039421765,-0.01376613455083048
-2.509828857630009,0.02281478039421765,-0.01376613455083048
-2.509328857630009,0.02281478039421765,-0.01376613455083048
-2.508828857630009,0.02281478039421765,-0.01376613455083048
-2.508328857630009,0.02281478039421765,-0.01376613455083048
-2.507828857630009,0.02281478039421765,-0.0134376661316159
-2.507328857630009,0.02281478039421765,-0.01376613455083048
-2.506828857630009,0.02281478039421765,-0.0134376661316159
-2.506328857630009,0.02281478039421765,-0.01376613455083048
-2.505828857630009,0.02281478039421765,-0.01376613455083048
-2.505328857630009,0.02281478039421765,-0.0134376661316159
-2.504828857630009,0.02281478039421765,-0.01376613455083048
-2.504328857630009,0.02281478039421765,-0.0134376661316159
-2.503828857630009,0.02281478039421765,-0.01376613455083048
-2.503328857630009,0.02281478039421765,-0.01376613455083048
-2.502828857630009,0.02281478039421765,-0.0134376661316159
-2.502328857630009,0.02281478039421765,-0.01376613455083048
-2.501828857630009,0.02281478039421765,-0.01376613455083048
-2.501328857630009,0.02281478039421765,-0.01376613455083048
-2.500828857630009,0.02281478039421765,-0.0134376661316159
-2.500328857630009,0.02281478039421765,-0.01376613455083048
-2.499828857630009,0.02281478039421765,-0.0134376661316159
-2.499328857630009,0.02281478039421765,-0.01376613455083048
-2.498828857630009,0.02281478039421765,-0.01376613455083048
-2.498328857630009,0.02281478039421765,-0.0134376661316159
-2.497828857630009,0.02281478039421765,-0.01376613455083048
-2.497328857630009,0.02281478039421765,-0.0134376661316159
-2.496828857630009,0.02281478039421765,-0.01376613455083048
-2.496328857630009,0.02281478039421765,-0.0134376661316159
-2.495828857630009,0.02281478039421765,-0.01376613455083048
-2.495328857630009,0.02281478039421765,-0.01376613455083048
-2.494828857630009,0.02281478039421765,-0.0134376661316159
-2.494328857630009,0.02281478039421765,-0.01376613455083048
-2.493828857630009,0.02281478039421765,-0.0134376661316159
-2.493328857630009,0.02281478039421765,-0.01376613455083048
-2.492828857630009,0.02281478039421765,-0.01376613455083048
-2.492328857630009,0.02281478039421765,-0.01376613455083048
-2.491828857630009,0.02281478039421765,-0.01376613455083048
-2.491328857630009,0.02281478039421765,-0.0134376661316159
-2.490828857630009,0.02281478039421765,-0.01376613455083048
-2.490328857630009,0.02281478039421765,-0.01376613455083048
-2.489828857630009,0.02281478039421765,-0.01376613455083048
-2.489328857630009,0.02281478039421765,-0.01376613455083048
-2.488828857630009,0.02281478039421765,-0.0134376661316159
-2.488328857630009,0.02281478039421765,-0.01376613455083048
-2.487828857630009,0.02281478039421765,-0.0134376661316159
-2.487328857630009,0.02281478039421765,-0.01376613455083048
-2.486828857630009,0.02281478039421765,-0.01376613455083048
-2.486328857630009,0.02281478039421765,-0.0134376661316159
-2.485828857630009,0.02281478039421765,-0.01376613455083048
-2.485328857630009,0.02281478039421765,-0.0134376661316159
-2.484828857630009,0.02281478039421765,-0.01376613455083048
-2.484328857630009,0.02281478039421765,-0.0134376661316159
-2.483828857630009,0.02281478039421765,-0.01376613455083048
-2.483328857630009,0.02281478039421765,-0.0134376661316159
-2.482828857630009,0.02281478039421765,-0.01376613455083048
-2.482328857630009,0.02281478039421765,-0.01376613455083048
-2.481828857630009,0.02281478039421765,-0.01376613455083048
-2.481328857630009,0.02281478039421765,-0.01376613455083048
-2.480828857630009,0.02281478039421765,-0.01376613455083048
-2.480328857630009,0.02281478039421765,-0.01376613455083048
-2.479828857630009,0.02281478039421765,-0.0134376661316159
-2.479328857630009,0.02281478039421765,-0.01376613455083048
-2.478828857630009,0.02281478039421765,-0.01376613455083048
-2.478328857630009,0.02281478039421765,-0.01376613455083048
-2.477828857630009,0.02281478039421765,-0.01376613455083048
-2.477328857630009,0.02281478039421765,-0.01376613455083048
-2.476828857630009,0.02281478039421765,-0.01376613455083048
-2.476328857630009,0.02281478039421765,-0.01376613455083048
-2.475828857630009,0.02281478039421765,-0.0134376661316159
-2.475328857630009,0.02281478039421765,-0.01376613455083048
-2.474828857630009,0.02281478039421765,-0.0134376661316159
-2.474328857630009,0.02281478039421765,-0.01376613455083048
-2.473828857630009,0.02281478039421765,-0.01376613455083048
-2.473328857630009,0.02281478039421765,-0.01376613455083048
-2.472828857630009,0.02281478039421765,-0.01376613455083048
-2.472328857630009,0.02281478039421765,-0.0134376661316159
-2.471828857630009,0.02281478039421765,-0.01376613455083048
-2.471328857630009,0.02281478039421765,-0.01376613455083048
-2.470828857630009,0.02281478039421765,-0.0134376661316159
-2.470328857630009,0.02281478039421765,-0.01376613455083048
-2.469828857630009,0.02281478039421765,-0.0134376661316159
-2.469328857630009,0.02281478039421765,-0.01376613455083048
-2.468828857630009,0.02281478039421765,-0.0134376661316159
-2.468328857630009,0.02281478039421765,-0.01376613455083048
-2.467828857630009,0.02281478039421765,-0.0134376661316159
-2.467328857630009,0.02281478039421765,-0.01376613455083048
-2.466828857630009,0.02281478039421765,-0.01376613455083048
-2.466328857630009,0.02281478039421765,-0.01376613455083048
-2.465828857630009,0.02281478039421765,-0.0134376661316159
-2.465328857630009,0.02281478039421765,-0.01376613455083048
-2.464828857630009,0.02281478039421765,-0.01376613455083048
-2.464328857630009,0.02281478039421765,-0.01376613455083048
-2.463828857630009,0.02281478039421765,-0.01376613455083048
-2.463328857630009,0.02281478039421765,-0.01376613455083048
-2.462828857630009,0.02281478039421765,-0.01376613455083048
-2.462328857630009,0.02281478039421765,-0.01376613455083048
-2.461828857630009,0.02281478039421765,-0.01376613455083048
-2.461328857630009,0.02281478039421765,-0.01376613455083048
-2.460828857630009,0.02281478039421765,-0.01376613455083048
-2.460328857630009,0.02281478039421765,-0.01376613455083048
-2.459828857630009,0.02281478039421765,-0.01376613455083048
-2.459328857630009,0.02281478039421765,-0.01376613455083048
-2.458828857630009,0.02281478039421765,-0.01376613455083048
-2.458328857630009,0.02281478039421765,-0.01376613455083048
-2.457828857630009,0.02281478039421765,-0.01376613455083048
-2.457328857630009,0.02281478039421765,-0.01376613455083048
-2.456828857630009,0.02281478039421765,-0.01376613455083048
-2.456328857630009,0.02281478039421765,-0.01376613455083048
-2.455828857630009,0.02281478039421765,-0.01376613455083048
-2.455328857630009,0.02281478039421765,-0.01376613455083048
-2.454828857630009,0.02281478039421765,-0.01376613455083048
-2.454328857630009,0.02281478039421765,-0.01376613455083048
-2.453828857630009,0.02281478039421765,-0.01376613455083048
