Time (s),Channel 1 (V)
1.525875,-0.001143456530597758
1.52636328,-0.001143456530597758
1.52685156,-0.001143456530597758
1.52733984,-0.001143456530597758
1.52782812,-0.001143456530597758
1.5283164,-0.001143456530597758
1.52880468,-0.001143456530597758
1.52929296,-0.001143456530597758
1.52978124,-0.001143456530597758
1.53026952,-0.001143456530597758
1.5307578,-0.001143456530597758
1.53124608,-0.001143456530597758
1.53173436,-0.001143456530597758
1.53222264,-0.001143456530597758
1.53271092,-0.001143456530597758
1.5331992,-0.0008095127087391468
1.53368748,-0.0008095127087391468
1.53417576,-0.001143456530597758
1.53466404,-0.0008095127087391468
1.53515232,-0.001143456530597758
1.5356406,-0.0008095127087391468
1.53612888,-0.0008095127087391468
1.53661716,-0.001143456530597758
1.53710544,-0.001143456530597758
1.53759372,-0.001143456530597758
1.538082,-0.001143456530597758
1.53857028,-0.001143456530597758
1.53905856,-0.001143456530597758
1.53954684,-0.001143456530597758
1.54003512,-0.0008095127087391468
1.5405234,-0.001143456530597758
1.54101168,-0.001143456530597758
1.54149996,-0.001143456530597758
1.54198824,-0.001143456530597758
1.54247652,-0.001143456530597758
1.5429648,-0.001143456530597758
1.54345308,-0.001143456530597758
1.54394136,-0.001143456530597758
1.54442964,-0.001143456530597758
1.54491792,-0.001143456530597758
1.5454062,-0.001143456530597758
1.54589448,-0.001143456530597758
1.54638276,-0.001143456530597758
1.54687104,-0.001143456530597758
1.54735932,-0.001143456530597758
1.5478476,-0.001143456530597758
1.54833588,-0.001143456530597758
1.54882416,-0.001143456530597758
1.54931244,-0.001143456530597758
1.54980072,-0.001143456530597758
1.550289,-0.001143456530597758
1.55077728,-0.001143456530597758
1.55126556,-0.001143456530597758
1.55175384,-0.0008095127087391468
1.55224212,-0.0008095127087391468
1.5527304,-0.0008095127087391468
1.55321868,-0.0008095127087391468
1.55370696,-0.001143456530597758
1.55419524,-0.001143456530597758
1.55468352,-0.001143456530597758
1.5551718,-0.001143456530597758
1.55566008,-0.0008095127087391468
1.55614836,-0.0008095127087391468
1.55663664,-0.0008095127087391468
1.55712492,-0.001143456530597758
1.5576132,-0.001143456530597758
1.55810148,-0.001143456530597758
1.55858976,-0.001143456530597758
1.55907804,-0.001143456530597758
1.55956632,-0.001143456530597758
1.5600546,-0.001143456530597758
1.56054288,-0.001143456530597758
1.56103116,-0.001143456530597758
1.56151944,-0.001143456530597758
1.56200772,-0.001143456530597758
1.562496,-0.001143456530597758
1.56298428,-0.001143456530597758
1.56347256,-0.001143456530597758
1.56396084,-0.001143456530597758
1.56444912,-0.001143456530597758
1.5649374,-0.001143456530597758
1.56542568,-0.001143456530597758
1.56591396,-0.001143456530597758
1.56640224,-0.001143456530597758
1.56689052,-0.001143456530597758
1.5673788,-0.001143456530597758
1.56786708,-0.001143456530597758
1.56835536,-0.001143456530597758
1.56884364,-0.001143456530597758
1.56933192,-0.001143456530597758
1.5698202,-0.001143456530597758
1.57030848,-0.001143456530597758
1.57079676,-0.001143456530597758
1.57128504,-0.0008095127087391468
1.57177332,-0.0008095127087391468
1.5722616,-0.001143456530597758
1.57274988,-0.001143456530597758
1.57323816,-0.001143456530597758
1.57372644,-0.001143456530597758
1.57421472,-0.001143456530597758
1.574703,-0.0008095127087391468
1.57519128,-0.001143456530597758
1.57567956,-0.0008095127087391468
1.57616784,-0.0008095127087391468
1.57665612,-0.0008095127087391468
1.5771444,-0.0008095127087391468
1.57763268,-0.0008095127087391468
1.57812096,-0.001143456530597758
1.57860924,-0.0008095127087391468
1.57909752,-0.0008095127087391468
1.5795858,-0.001143456530597758
1.58007408,-0.001143456530597758
1.58056236,-0.001143456530597758
1.58105064,-0.0008095127087391468
1.58153892,-0.0008095127087391468
1.5820272,-0.0008095127087391468
1.58251548,-0.001143456530597758
1.58300376,-0.0008095127087391468
1.58349204,-0.0008095127087391468
1.58398032,-0.001143456530597758
1.5844686,-0.001143456530597758
1.58495688,-0.0008095127087391468
1.58544516,-0.001143456530597758
1.58593344,-0.001143456530597758
1.58642172,-0.001143456530597758
