,Extent,Name
C1,Average, 4.6159 mV
Time (s),Channel 1 (V)
-0.512,0.00486753226285724
-0.511875,0.00486753226285724
-0.51175,0.00486753226285724
-0.511625,0.005201476084715852
-0.5115,0.00486753226285724
-0.511375,0.00486753226285724
-0.51125,0.005201476084715852
-0.5111250000000001,0.005201476084715852
-0.511,0.00453358844099863
-0.510875,0.004867532262857088
-0.51075,0.004533588440998782
-0.510625,0.00486753226285724
-0.5105,0.00486753226285724
-0.510375,0.00486753226285724
-0.51025,0.00486753226285724
-0.5101250000000001,0.00486753226285724
-0.51,0.00486753226285724
-0.509875,0.00486753226285724
-0.50975,0.00486753226285724
-0.509625,0.005201476084715852
-0.5095,0.004867532262857392
-0.509375,0.005201476084715852
-0.50925,0.005201476084715852
-0.509125,0.004867532262857392
-0.509,0.00486753226285724
-0.508875,0.004867532262857392
-0.50875,0.0052014760847157
-0.508625,0.00486753226285724
-0.5085,0.00486753226285724
-0.508375,0.00486753226285724
-0.50825,0.00486753226285724
-0.508125,0.00486753226285724
-0.508,0.00486753226285724
-0.507875,0.004533588440998782
-0.50775,0.004867532262857088
-0.507625,0.00453358844099863
-0.5075,0.00453358844099863
-0.507375,0.00453358844099863
-0.50725,0.00453358844099863
-0.507125,0.004867532262857088
-0.507,0.00486753226285724
-0.506875,0.004867532262857088
-0.50675,0.004533588440998782
-0.506625,0.00486753226285724
-0.5065,0.004867532262857088
-0.506375,0.00453358844099863
-0.50625,0.00486753226285724
-0.506125,0.00486753226285724
-0.506,0.00486753226285724
-0.505875,0.004533588440998933
-0.50575,0.005201476084715548
-0.505625,0.00453358844099863
-0.5054999999999999,0.004867532262857392
-0.505375,0.005201476084715852
-0.50525,0.005201476084715852
-0.505125,0.004867532262857392
-0.505,0.005201476084715852
-0.504875,0.0052014760847157
-0.50475,0.004867532262857392
-0.504625,0.00486753226285724
-0.5044999999999999,0.00453358844099863
-0.504375,0.00453358844099863
-0.50425,0.00486753226285724
-0.504125,0.004533588440998782
-0.504,0.00453358844099863
-0.503875,0.00453358844099863
-0.50375,0.00453358844099863
-0.503625,0.00453358844099863
-0.5034999999999999,0.004533588440998782
-0.503375,0.00486753226285724
-0.50325,0.00453358844099863
-0.503125,0.00453358844099863
-0.503,0.00453358844099863
-0.502875,0.00486753226285724
-0.50275,0.00486753226285724
-0.502625,0.00486753226285724
-0.5024999999999999,0.004867532262857088
-0.502375,0.00453358844099863
-0.50225,0.00486753226285724
-0.502125,0.00486753226285724
-0.502,0.00453358844099863
-0.501875,0.004867532262857088
-0.50175,0.004533588440998782
-0.501625,0.00453358844099863
-0.5014999999999999,0.004533588440998782
-0.501375,0.00486753226285724
-0.50125,0.00453358844099863
-0.501125,0.004867532262857088
-0.501,0.00453358844099863
-0.500875,0.00453358844099863
-0.50075,0.00453358844099863
-0.500625,0.00453358844099863
-0.5004999999999999,0.00453358844099863
-0.500375,0.00453358844099863
-0.50025,0.00486753226285724
-0.500125,0.004533588440998782
-0.5,0.00486753226285724
